datetime,site,location,estimator,ghi_est,ghi_ground,percentage_error,absolute_percentage_error,squared_error
2022-07-29,nigeria,nigeria_location1,nasa_power,3800.0,2725.06983504,39.45,39.45,1155474.86
2022-07-30,nigeria,nigeria_location1,nasa_power,2630.0,1505.69101322,74.67,74.67,1264070.7
2022-07-31,nigeria,nigeria_location1,nasa_power,3680.0,3544.648647,3.82,3.82,18319.99
2022-08-01,nigeria,nigeria_location1,nasa_power,3300.0,3202.70940447,3.04,3.04,9465.46
2022-08-02,nigeria,nigeria_location1,nasa_power,2200.0,2347.75247643,-6.29,6.29,21830.79
2022-08-03,nigeria,nigeria_location1,nasa_power,2140.0,2230.30232058,-4.05,4.05,8154.51
2022-08-04,nigeria,nigeria_location1,nasa_power,4840.0,5345.89708869,-9.46,9.46,255931.86
2022-08-05,nigeria,nigeria_location1,nasa_power,6130.0,5571.48866325,10.02,10.02,311934.91
2022-08-06,nigeria,nigeria_location1,nasa_power,5180.0,5334.33843256,-2.89,2.89,23820.35
2022-08-07,nigeria,nigeria_location1,nasa_power,4810.0,4946.633363,-2.76,2.76,18668.68
2022-08-08,nigeria,nigeria_location1,nasa_power,4940.0,5275.85814868,-6.37,6.37,112800.7
2022-08-09,nigeria,nigeria_location1,nasa_power,4620.0,4273.3458675,8.11,8.11,120169.09
2022-08-10,nigeria,nigeria_location1,nasa_power,4540.0,3377.32067994,34.43,34.43,1351823.2
2022-08-11,nigeria,nigeria_location1,nasa_power,2330.0,2423.13445308,-3.84,3.84,8674.03
2022-08-12,nigeria,nigeria_location1,nasa_power,2440.0,1428.84577876,70.77,70.77,1022432.86
2022-08-13,nigeria,nigeria_location1,nasa_power,3610.0,2710.92748992,33.16,33.16,808331.38
2022-08-15,nigeria,nigeria_location1,nasa_power,2310.0,1756.36267717,31.52,31.52,306514.29
2022-08-16,nigeria,nigeria_location1,nasa_power,5010.0,4368.04410475,14.7,14.7,412107.37
2022-08-17,nigeria,nigeria_location1,nasa_power,5120.0,4244.14536894,20.64,20.64,767121.33
2022-08-18,nigeria,nigeria_location1,nasa_power,3080.0,2729.73103261,12.83,12.83,122688.35
2022-08-19,nigeria,nigeria_location1,nasa_power,2440.0,2460.82321685,-0.85,0.85,433.61
2022-08-20,nigeria,nigeria_location1,nasa_power,3630.0,3546.09631974,2.37,2.37,7039.83
2022-08-21,nigeria,nigeria_location1,nasa_power,6200.0,4723.53301175,31.26,31.26,2179954.77
2022-08-22,nigeria,nigeria_location1,nasa_power,4320.0,2608.4796,65.61,65.61,2929302.08
2022-08-23,nigeria,nigeria_location1,nasa_power,2570.0,1749.01837458,46.94,46.94,674010.83
2022-08-24,nigeria,nigeria_location1,nasa_power,3390.0,2780.35935475,21.93,21.93,371661.72
2022-08-25,nigeria,nigeria_location1,nasa_power,3170.0,3883.46271975,-18.37,18.37,509029.05
2022-08-27,nigeria,nigeria_location1,nasa_power,3670.0,3231.40312944,13.57,13.57,192367.21
2022-08-28,nigeria,nigeria_location1,nasa_power,3450.0,3137.47380908,9.96,9.96,97672.62
2022-08-29,nigeria,nigeria_location1,nasa_power,1890.0,1286.52558675,46.91,46.91,364181.37
2022-08-30,nigeria,nigeria_location1,nasa_power,5550.0,5977.80408558,-7.16,7.16,183016.34
2022-08-31,nigeria,nigeria_location1,nasa_power,4600.0,4260.66973533,7.96,7.96,115145.03
2022-09-01,nigeria,nigeria_location1,nasa_power,2400.0,2172.985494,10.45,10.45,51535.59
2022-09-02,nigeria,nigeria_location1,nasa_power,3210.0,2309.90816017,38.97,38.97,810165.32
2022-09-03,nigeria,nigeria_location1,nasa_power,5390.0,5261.35531249,2.45,2.45,16549.46
2022-09-04,nigeria,nigeria_location1,nasa_power,5180.0,4807.09515137,7.76,7.76,139058.03
2022-09-05,nigeria,nigeria_location1,nasa_power,4160.0,4648.73063206,-10.51,10.51,238857.63
2022-09-06,nigeria,nigeria_location1,nasa_power,3030.0,3481.33826076,-12.96,12.96,203706.23
2022-09-07,nigeria,nigeria_location1,nasa_power,3980.0,3768.61873856,5.61,5.61,44682.04
2022-09-08,nigeria,nigeria_location1,nasa_power,5880.0,5991.49256816,-1.86,1.86,12430.59
2022-09-09,nigeria,nigeria_location1,nasa_power,2030.0,1804.18037042,12.52,12.52,50994.51
2022-09-10,nigeria,nigeria_location1,nasa_power,3250.0,1935.66601704,67.9,67.9,1727473.82
2022-09-11,nigeria,nigeria_location1,nasa_power,2830.0,2927.24083814,-3.32,3.32,9455.78
2022-09-12,nigeria,nigeria_location1,nasa_power,4080.0,3313.65722222,23.13,23.13,587281.25
2022-09-13,nigeria,nigeria_location1,nasa_power,3880.0,3089.09547925,25.6,25.6,625529.96
2022-09-14,nigeria,nigeria_location1,nasa_power,4730.0,4565.2849486,3.61,3.61,27131.05
2022-09-15,nigeria,nigeria_location1,nasa_power,4810.0,4115.97636471,16.86,16.86,481668.81
2022-09-16,nigeria,nigeria_location1,nasa_power,3320.0,2228.4752831,48.98,48.98,1191426.21
2022-09-17,nigeria,nigeria_location1,nasa_power,3460.0,2257.78420492,53.25,53.25,1445322.82
2022-09-19,nigeria,nigeria_location1,nasa_power,1740.0,1600.73318592,8.7,8.7,19395.25
2022-09-20,nigeria,nigeria_location1,nasa_power,3370.0,3466.28045519,-2.78,2.78,9269.93
2022-09-21,nigeria,nigeria_location1,nasa_power,4750.0,4409.85378828,7.71,7.71,115699.45
2022-09-22,nigeria,nigeria_location1,nasa_power,5460.0,4733.10330847,15.36,15.36,528378.8
2022-09-23,nigeria,nigeria_location1,nasa_power,3900.0,3397.9347939,14.78,14.78,252069.47
2022-09-24,nigeria,nigeria_location1,nasa_power,5680.0,5857.21634814,-3.03,3.03,31405.63
2022-09-25,nigeria,nigeria_location1,nasa_power,4800.0,4565.29432444,5.14,5.14,55086.75
2022-09-26,nigeria,nigeria_location1,nasa_power,2550.0,1418.11891615,79.82,79.82,1281154.79
2022-09-27,nigeria,nigeria_location1,nasa_power,5160.0,4891.74594376,5.48,5.48,71960.24
2022-09-28,nigeria,nigeria_location1,nasa_power,6230.0,5709.37147025,9.12,9.12,271054.07
2022-09-29,nigeria,nigeria_location1,nasa_power,3580.0,3092.76911542,15.75,15.75,237393.93
2022-09-30,nigeria,nigeria_location1,nasa_power,5050.0,4258.73249933,18.58,18.58,626104.26
2022-10-01,nigeria,nigeria_location1,nasa_power,5490.0,5773.44076187,-4.91,4.91,80338.67
2022-10-02,nigeria,nigeria_location1,nasa_power,5030.0,5134.02530544,-2.03,2.03,10821.26
2022-10-03,nigeria,nigeria_location1,nasa_power,5560.0,6055.381581,-8.18,8.18,245402.91
2022-10-04,nigeria,nigeria_location1,nasa_power,5150.0,4523.15845731,13.86,13.86,392930.32
2022-10-05,nigeria,nigeria_location1,nasa_power,5540.0,4793.51955612,15.57,15.57,557233.05
2022-10-06,nigeria,nigeria_location1,nasa_power,3330.0,2295.45495685,45.07,45.07,1070283.45
2022-10-07,nigeria,nigeria_location1,nasa_power,4510.0,5114.77991369,-11.82,11.82,365758.74
2022-10-08,nigeria,nigeria_location1,nasa_power,4910.0,4688.60621202,4.72,4.72,49015.21
2022-10-09,nigeria,nigeria_location1,nasa_power,5410.0,5215.89402092,3.72,3.72,37677.13
2022-10-10,nigeria,nigeria_location1,nasa_power,5430.0,5250.55395108,3.42,3.42,32200.88
2022-10-11,nigeria,nigeria_location1,nasa_power,5440.0,4857.85271623,11.98,11.98,338895.46
2022-10-12,nigeria,nigeria_location1,nasa_power,4980.0,4640.68460009,7.31,7.31,115134.94
2022-10-13,nigeria,nigeria_location1,nasa_power,4230.0,3943.38090092,7.27,7.27,82150.51
2022-10-14,nigeria,nigeria_location1,nasa_power,4920.0,5050.15258453,-2.58,2.58,16939.7
2022-10-15,nigeria,nigeria_location1,nasa_power,4870.0,5257.1506528,-7.36,7.36,149885.63
2022-10-16,nigeria,nigeria_location1,nasa_power,5940.0,6128.71986755,-3.08,3.08,35615.19
2022-10-17,nigeria,nigeria_location1,nasa_power,6590.0,6739.15293034,-2.21,2.21,22246.6
2022-10-18,nigeria,nigeria_location1,nasa_power,6230.0,5681.84895345,9.65,9.65,300469.57
2022-10-19,nigeria,nigeria_location1,nasa_power,6290.0,6030.46279733,4.3,4.3,67359.56
2022-10-20,nigeria,nigeria_location1,nasa_power,6050.0,5943.44842088,1.79,1.79,11353.24
2022-10-21,nigeria,nigeria_location1,nasa_power,5680.0,6257.89055983,-9.23,9.23,333957.5
2022-10-22,nigeria,nigeria_location1,nasa_power,6430.0,6090.83397344,5.57,5.57,115033.59
2022-10-23,nigeria,nigeria_location1,nasa_power,5930.0,6254.34643202,-5.19,5.19,105200.61
2022-10-24,nigeria,nigeria_location1,nasa_power,6300.0,6496.58684109,-3.03,3.03,38646.39
2022-10-25,nigeria,nigeria_location1,nasa_power,4400.0,3954.75964884,11.26,11.26,198238.97
2022-10-26,nigeria,nigeria_location1,nasa_power,6450.0,6631.512059,-2.74,2.74,32946.63
2022-10-27,nigeria,nigeria_location1,nasa_power,6600.0,6810.19940358,-3.09,3.09,44183.79
2022-10-28,nigeria,nigeria_location1,nasa_power,5920.0,6955.39408824,-14.89,14.89,1072040.92
2022-10-29,nigeria,nigeria_location1,nasa_power,6070.0,6593.82520692,-7.94,7.94,274392.85
2022-10-30,nigeria,nigeria_location1,nasa_power,5390.0,6078.05898574,-11.32,11.32,473425.17
2022-10-31,nigeria,nigeria_location1,nasa_power,6360.0,6573.84067273,-3.25,3.25,45727.83
2022-11-01,nigeria,nigeria_location1,nasa_power,6440.0,6653.9772927,-3.22,3.22,45786.28
2022-11-02,nigeria,nigeria_location1,nasa_power,5760.0,5582.47157243,3.18,3.18,31516.34
2022-11-03,nigeria,nigeria_location1,nasa_power,5940.0,6250.62065464,-4.97,4.97,96485.19
2022-11-04,nigeria,nigeria_location1,nasa_power,5780.0,5879.20562033,-1.69,1.69,9841.76
2022-11-05,nigeria,nigeria_location1,nasa_power,4680.0,3903.81448699,19.88,19.88,602463.95
2022-11-06,nigeria,nigeria_location1,nasa_power,5880.0,5722.65913373,2.75,2.75,24756.15
2022-11-07,nigeria,nigeria_location1,nasa_power,6510.0,6333.55603628,2.79,2.79,31132.47
2022-11-08,nigeria,nigeria_location1,nasa_power,6350.0,6461.04789277,-1.72,1.72,12331.63
2022-11-09,nigeria,nigeria_location1,nasa_power,6320.0,5958.53040228,6.07,6.07,130660.27
2022-11-10,nigeria,nigeria_location1,nasa_power,5830.0,5773.518852,0.98,0.98,3190.12
2022-11-11,nigeria,nigeria_location1,nasa_power,5260.0,5193.11855061,1.29,1.29,4473.13
2022-11-12,nigeria,nigeria_location1,nasa_power,6210.0,6484.81128919,-4.24,4.24,75521.24
2022-11-13,nigeria,nigeria_location1,nasa_power,5900.0,6479.40326127,-8.94,8.94,335708.14
2022-11-14,nigeria,nigeria_location1,nasa_power,5900.0,5160.74500909,14.32,14.32,546497.94
2022-11-15,nigeria,nigeria_location1,nasa_power,5880.0,6116.03872542,-3.86,3.86,55714.28
2022-11-16,nigeria,nigeria_location1,nasa_power,5600.0,5628.12902097,-0.5,0.5,791.24
2022-11-17,nigeria,nigeria_location1,nasa_power,6060.0,5945.65007033,1.92,1.92,13075.91
2022-11-18,nigeria,nigeria_location1,nasa_power,6470.0,6254.11769993,3.45,3.45,46605.17
2022-11-19,nigeria,nigeria_location1,nasa_power,6330.0,6373.15446871,-0.68,0.68,1862.31
2022-11-20,nigeria,nigeria_location1,nasa_power,5710.0,5468.34724495,4.42,4.42,58396.05
2022-11-21,nigeria,nigeria_location1,nasa_power,6300.0,6201.41370233,1.59,1.59,9719.26
2022-11-22,nigeria,nigeria_location1,nasa_power,6700.0,6414.17810034,4.46,4.46,81694.16
2022-11-23,nigeria,nigeria_location1,nasa_power,5750.0,6412.43218203,-10.33,10.33,438816.4
2022-11-24,nigeria,nigeria_location1,nasa_power,6250.0,6059.33609495,3.15,3.15,36352.72
2022-11-25,nigeria,nigeria_location1,nasa_power,6370.0,6272.80276062,1.55,1.55,9447.3
2022-11-26,nigeria,nigeria_location1,nasa_power,6340.0,5979.55531725,6.03,6.03,129920.37
2022-11-27,nigeria,nigeria_location1,nasa_power,5920.0,5750.6286295,2.95,2.95,28686.66
2022-11-28,nigeria,nigeria_location1,nasa_power,5680.0,4823.02116536,17.77,17.77,734412.72
2022-11-29,nigeria,nigeria_location1,nasa_power,5340.0,4847.76174767,10.15,10.15,242298.5
2022-11-30,nigeria,nigeria_location1,nasa_power,5950.0,5754.32031973,3.4,3.4,38290.54
2022-12-01,nigeria,nigeria_location1,nasa_power,5910.0,5838.85164329,1.22,1.22,5062.09
2022-12-02,nigeria,nigeria_location1,nasa_power,5080.0,4582.37022125,10.86,10.86,247635.4
2022-12-03,nigeria,nigeria_location1,nasa_power,5170.0,4774.79383275,8.28,8.28,156187.91
2022-12-04,nigeria,nigeria_location1,nasa_power,6000.0,5623.35789061,6.7,6.7,141859.28
2022-12-05,nigeria,nigeria_location1,nasa_power,6240.0,6106.29210208,2.19,2.19,17877.8
2022-12-06,nigeria,nigeria_location1,nasa_power,5840.0,5624.08992508,3.84,3.84,46617.16
2022-12-07,nigeria,nigeria_location1,nasa_power,5850.0,5603.73763017,4.39,4.39,60645.15
2022-12-08,nigeria,nigeria_location1,nasa_power,6080.0,5864.21507129,3.68,3.68,46563.14
2022-12-09,nigeria,nigeria_location1,nasa_power,6300.0,6018.48023627,4.68,4.68,79253.38
2022-12-10,nigeria,nigeria_location1,nasa_power,6120.0,6024.06309845,1.59,1.59,9203.89
2022-12-11,nigeria,nigeria_location1,nasa_power,6050.0,5673.6412572,6.63,6.63,141645.9
2022-12-12,nigeria,nigeria_location1,nasa_power,6140.0,5374.24404687,14.25,14.25,586382.18
2022-12-13,nigeria,nigeria_location1,nasa_power,6300.0,5462.01139078,15.34,15.34,702224.91
2022-12-14,nigeria,nigeria_location1,nasa_power,6270.0,5601.66157875,11.93,11.93,446676.25
2022-12-15,nigeria,nigeria_location1,nasa_power,6030.0,5823.56125436,3.54,3.54,42616.96
2022-12-16,nigeria,nigeria_location1,nasa_power,6310.0,5975.09176254,5.61,5.61,112163.53
2022-12-17,nigeria,nigeria_location1,nasa_power,4520.0,4996.9086265,-9.54,9.54,227441.84
2022-12-18,nigeria,nigeria_location1,nasa_power,4510.0,5054.3065539,-10.77,10.77,296269.62
2022-12-19,nigeria,nigeria_location1,nasa_power,6090.0,6094.062336,-0.07,0.07,16.5
2022-12-20,nigeria,nigeria_location1,nasa_power,6230.0,6303.42751123,-1.16,1.16,5391.6
2022-12-21,nigeria,nigeria_location1,nasa_power,6030.0,5510.07374677,9.44,9.44,270323.31
2022-12-22,nigeria,nigeria_location1,nasa_power,5370.0,5426.48787516,-1.04,1.04,3190.88
2022-12-23,nigeria,nigeria_location1,nasa_power,5750.0,5835.05142778,-1.46,1.46,7233.75
2022-12-24,nigeria,nigeria_location1,nasa_power,4930.0,4139.00369132,19.11,19.11,625675.16
2022-12-25,nigeria,nigeria_location1,nasa_power,6000.0,5838.21663089,2.77,2.77,26173.86
2022-12-26,nigeria,nigeria_location1,nasa_power,6120.0,5803.45355125,5.45,5.45,100201.65
2022-12-27,nigeria,nigeria_location1,nasa_power,6100.0,5853.29709667,4.21,4.21,60862.32
2022-12-28,nigeria,nigeria_location1,nasa_power,6190.0,6206.20491241,-0.26,0.26,262.6
2022-12-29,nigeria,nigeria_location1,nasa_power,6410.0,6155.91334508,4.13,4.13,64560.03
2022-12-30,nigeria,nigeria_location1,nasa_power,6100.0,6186.29759067,-1.39,1.39,7447.27
2022-12-31,nigeria,nigeria_location1,nasa_power,5480.0,5120.73596306,7.02,7.02,129070.65
2023-01-01,nigeria,nigeria_location1,nasa_power,5950.0,5445.687,9.26,9.26,254331.6
2023-01-02,nigeria,nigeria_location1,nasa_power,5790.0,5426.296,6.7,6.7,132280.6
2023-01-03,nigeria,nigeria_location1,nasa_power,5700.0,5053.747,12.79,12.79,417642.94
2023-01-04,nigeria,nigeria_location1,nasa_power,5880.0,5659.192,3.9,3.9,48756.17
2023-01-05,nigeria,nigeria_location1,nasa_power,5360.0,5442.391,-1.51,1.51,6788.28
2023-01-06,nigeria,nigeria_location1,nasa_power,4280.0,3912.536,9.39,9.39,135029.79
2023-01-07,nigeria,nigeria_location1,nasa_power,5820.0,5943.839,-2.08,2.08,15336.1
2023-01-08,nigeria,nigeria_location1,nasa_power,6140.0,6117.921,0.36,0.36,487.48
2023-01-09,nigeria,nigeria_location1,nasa_power,5860.0,5935.335,-1.27,1.27,5675.36
2023-01-10,nigeria,nigeria_location1,nasa_power,6510.0,6449.288,0.94,0.94,3685.95
2023-01-11,nigeria,nigeria_location1,nasa_power,5860.0,5360.638,9.32,9.32,249362.41
2023-01-12,nigeria,nigeria_location1,nasa_power,5560.0,5065.457,9.76,9.76,244572.78
2023-01-13,nigeria,nigeria_location1,nasa_power,6310.0,5505.444,14.61,14.61,647310.36
2023-01-14,nigeria,nigeria_location1,nasa_power,6210.0,5475.608,13.41,13.41,539331.61
2023-01-15,nigeria,nigeria_location1,nasa_power,5870.0,5384.059,9.03,9.03,236138.66
2023-01-16,nigeria,nigeria_location1,nasa_power,5890.0,4954.813,18.87,18.87,874574.72
2023-01-17,nigeria,nigeria_location1,nasa_power,6280.0,5442.635,15.39,15.39,701180.14
2023-01-18,nigeria,nigeria_location1,nasa_power,6130.0,5231.812,17.17,17.17,806741.68
2023-01-19,nigeria,nigeria_location1,nasa_power,5830.0,5429.946,7.37,7.37,160043.2
2023-01-20,nigeria,nigeria_location1,nasa_power,6090.0,5754.786,5.82,5.82,112368.43
2023-01-21,nigeria,nigeria_location1,nasa_power,6320.0,5381.742,17.43,17.43,880328.07
2023-01-22,nigeria,nigeria_location1,nasa_power,6010.0,5678.376,5.84,5.84,109974.48
2023-01-23,nigeria,nigeria_location1,nasa_power,5980.0,6045.392,-1.08,1.08,4276.11
2023-01-24,nigeria,nigeria_location1,nasa_power,6030.0,5557.651,8.5,8.5,223113.58
2023-01-25,nigeria,nigeria_location1,nasa_power,6440.0,6351.325,1.4,1.4,7863.26
2023-01-26,nigeria,nigeria_location1,nasa_power,6110.0,5441.554,12.28,12.28,446820.05
2023-01-27,nigeria,nigeria_location1,nasa_power,5710.0,5164.357,10.57,10.57,297726.28
2023-01-28,nigeria,nigeria_location1,nasa_power,5290.0,5104.559,3.63,3.63,34388.36
2023-01-29,nigeria,nigeria_location1,nasa_power,4730.0,5268.24,-10.22,10.22,289702.3
2023-01-30,nigeria,nigeria_location1,nasa_power,5470.0,5942.491,-7.95,7.95,223247.75
2023-01-31,nigeria,nigeria_location1,nasa_power,5800.0,6025.741,-3.75,3.75,50959.0
2023-01-31,nigeria,nigeria_location1,nasa_power,5800.0,1646.59083333,252.24,252.24,17250807.71
2023-02-01,nigeria,nigeria_location1,nasa_power,6500.0,6401.408,1.54,1.54,9720.38
2023-02-01,nigeria,nigeria_location1,nasa_power,6500.0,4196.68502222,54.88,54.88,5305259.89
2023-02-02,nigeria,nigeria_location1,nasa_power,5510.0,5874.53,-6.21,6.21,132882.12
2023-02-02,nigeria,nigeria_location1,nasa_power,5510.0,7073.76293889,-22.11,22.11,2445354.53
2023-02-03,nigeria,nigeria_location1,nasa_power,5550.0,6133.685,-9.52,9.52,340688.18
2023-02-03,nigeria,nigeria_location1,nasa_power,5550.0,4984.09432407,11.35,11.35,320249.23
2023-02-04,nigeria,nigeria_location1,nasa_power,6040.0,6001.552,0.64,0.64,1478.25
2023-02-04,nigeria,nigeria_location1,nasa_power,6040.0,5886.38644444,2.61,2.61,23597.12
2023-02-05,nigeria,nigeria_location1,nasa_power,6400.0,6502.279,-1.57,1.57,10460.99
2023-02-05,nigeria,nigeria_location1,nasa_power,6400.0,3647.04322593,75.48,75.48,7578771.0
2023-02-06,nigeria,nigeria_location1,nasa_power,5110.0,5393.015,-5.25,5.25,80097.49
2023-02-06,nigeria,nigeria_location1,nasa_power,5110.0,5051.73517222,1.15,1.15,3394.79
2023-02-07,nigeria,nigeria_location1,nasa_power,6530.0,6354.81,2.76,2.76,30691.54
2023-02-07,nigeria,nigeria_location1,nasa_power,6530.0,7673.98151667,-14.91,14.91,1308693.71
2023-02-08,nigeria,nigeria_location1,nasa_power,6130.0,6012.337,1.96,1.96,13844.58
2023-02-08,nigeria,nigeria_location1,nasa_power,6130.0,5502.14141667,11.41,11.41,394206.4
2023-02-09,nigeria,nigeria_location1,nasa_power,6320.0,5899.966,7.12,7.12,176428.56
2023-02-09,nigeria,nigeria_location1,nasa_power,6320.0,7077.47275,-10.7,10.7,573764.97
2023-02-10,nigeria,nigeria_location1,nasa_power,6520.0,6499.314,0.32,0.32,427.91
2023-02-11,nigeria,nigeria_location1,nasa_power,6870.0,6741.327,1.91,1.91,16556.74
2023-02-11,nigeria,nigeria_location1,nasa_power,6870.0,6731.628,2.06,2.06,19146.81
2023-02-12,nigeria,nigeria_location1,nasa_power,6610.0,6746.615,-2.02,2.02,18663.66
2023-02-12,nigeria,nigeria_location1,nasa_power,6610.0,7172.47,-7.84,7.84,316372.5
2023-02-13,nigeria,nigeria_location1,nasa_power,6300.0,6554.068,-3.88,3.88,64550.55
2023-02-13,nigeria,nigeria_location1,nasa_power,6300.0,6819.864,-7.62,7.62,270258.58
2023-02-14,nigeria,nigeria_location1,nasa_power,6240.0,6447.79,-3.22,3.22,43176.68
2023-02-14,nigeria,nigeria_location1,nasa_power,6240.0,5932.078,5.19,5.19,94815.96
2023-02-15,nigeria,nigeria_location1,nasa_power,6280.0,6624.507,-5.2,5.2,118685.07
2023-02-15,nigeria,nigeria_location1,nasa_power,6280.0,6791.065,-7.53,7.53,261187.43
2023-02-16,nigeria,nigeria_location1,nasa_power,4880.0,6251.562,-21.94,21.94,1881182.32
2023-02-16,nigeria,nigeria_location1,nasa_power,4880.0,5896.494,-17.24,17.24,1033260.05
2023-02-17,nigeria,nigeria_location1,nasa_power,5280.0,6166.197,-14.37,14.37,785345.12
2023-02-17,nigeria,nigeria_location1,nasa_power,5280.0,5293.439,-0.25,0.25,180.61
2023-02-18,nigeria,nigeria_location1,nasa_power,6040.0,6313.65,-4.33,4.33,74884.32
2023-02-18,nigeria,nigeria_location1,nasa_power,6040.0,6189.143,-2.41,2.41,22243.63
2023-02-19,nigeria,nigeria_location1,nasa_power,6250.0,6512.609,-4.03,4.03,68963.49
2023-02-19,nigeria,nigeria_location1,nasa_power,6250.0,6776.421,-7.77,7.77,277119.07
2023-02-20,nigeria,nigeria_location1,nasa_power,6050.0,6074.835,-0.41,0.41,616.78
2023-02-20,nigeria,nigeria_location1,nasa_power,6050.0,6585.942,-8.14,8.14,287233.83
2023-02-21,nigeria,nigeria_location1,nasa_power,5960.0,6054.33,-1.56,1.56,8898.15
2023-02-21,nigeria,nigeria_location1,nasa_power,5960.0,6357.977,-6.26,6.26,158385.69
2023-02-22,nigeria,nigeria_location1,nasa_power,4870.0,5387.031,-9.6,9.6,267321.05
2023-02-22,nigeria,nigeria_location1,nasa_power,4870.0,4859.745,0.21,0.21,105.17
2023-02-23,nigeria,nigeria_location1,nasa_power,5110.0,5121.15,-0.22,0.22,124.32
2023-02-23,nigeria,nigeria_location1,nasa_power,5110.0,3597.896,42.03,42.03,2286458.51
2023-02-24,nigeria,nigeria_location1,nasa_power,5980.0,5336.303,12.06,12.06,414345.83
2023-02-24,nigeria,nigeria_location1,nasa_power,5980.0,4476.779,33.58,33.58,2259673.37
2023-02-25,nigeria,nigeria_location1,nasa_power,5300.0,4879.837,8.61,8.61,176536.95
2023-02-25,nigeria,nigeria_location1,nasa_power,5300.0,3325.244,59.39,59.39,3899661.26
2023-02-26,nigeria,nigeria_location1,nasa_power,5900.0,6525.626,-9.59,9.59,391407.89
2023-02-26,nigeria,nigeria_location1,nasa_power,5900.0,5466.307,7.93,7.93,188089.62
2023-02-27,nigeria,nigeria_location1,nasa_power,5750.0,6077.558,-5.39,5.39,107294.24
2023-02-27,nigeria,nigeria_location1,nasa_power,5750.0,6067.37,-5.23,5.23,100723.72
2023-02-28,nigeria,nigeria_location1,nasa_power,5000.0,5838.934,-14.37,14.37,703810.26
2023-02-28,nigeria,nigeria_location1,nasa_power,5000.0,5618.079,-11.0,11.0,382021.65
2023-03-01,nigeria,nigeria_location1,nasa_power,6250.0,6042.635,3.43,3.43,43000.24
2023-03-01,nigeria,nigeria_location1,nasa_power,6250.0,6356.401,-1.67,1.67,11321.17
2023-03-02,nigeria,nigeria_location1,nasa_power,6250.0,5987.422,4.39,4.39,68947.21
2023-03-02,nigeria,nigeria_location1,nasa_power,6250.0,5796.43,7.82,7.82,205725.74
2023-03-03,nigeria,nigeria_location1,nasa_power,5340.0,5157.068,3.55,3.55,33464.12
2023-03-03,nigeria,nigeria_location1,nasa_power,5340.0,5190.235,2.89,2.89,22429.56
2023-03-04,nigeria,nigeria_location1,nasa_power,5890.0,6208.446,-5.13,5.13,101407.85
2023-03-04,nigeria,nigeria_location1,nasa_power,5890.0,7133.62,-17.43,17.43,1546590.7
2023-03-05,nigeria,nigeria_location1,nasa_power,5960.0,6234.69,-4.41,4.41,75454.6
2023-03-05,nigeria,nigeria_location1,nasa_power,5960.0,7080.77,-15.83,15.83,1256125.39
2023-03-06,nigeria,nigeria_location1,nasa_power,5590.0,5766.503,-3.06,3.06,31153.31
2023-03-06,nigeria,nigeria_location1,nasa_power,5590.0,3662.864,52.61,52.61,3713853.16
2023-03-07,nigeria,nigeria_location1,nasa_power,5400.0,5464.983,-1.19,1.19,4222.79
2023-03-07,nigeria,nigeria_location1,nasa_power,5400.0,8096.859,-33.31,33.31,7273048.47
2023-03-08,nigeria,nigeria_location1,nasa_power,5950.0,6323.925,-5.91,5.91,139819.91
2023-03-08,nigeria,nigeria_location1,nasa_power,5950.0,6845.659,-13.08,13.08,802205.04
2023-03-09,nigeria,nigeria_location1,nasa_power,6430.0,6371.416,0.92,0.92,3432.09
2023-03-09,nigeria,nigeria_location1,nasa_power,6430.0,4499.709,42.9,42.9,3726023.34
2023-03-10,nigeria,nigeria_location1,nasa_power,6240.0,6209.263,0.5,0.5,944.76
2023-03-10,nigeria,nigeria_location1,nasa_power,6240.0,7051.896,-11.51,11.51,659175.11
2023-03-11,nigeria,nigeria_location1,nasa_power,5950.0,5714.986,4.11,4.11,55231.58
2023-03-11,nigeria,nigeria_location1,nasa_power,5950.0,2807.891,111.9,111.9,9872848.97
2023-03-12,nigeria,nigeria_location1,nasa_power,7290.0,7326.894,-0.5,0.5,1361.17
2023-03-12,nigeria,nigeria_location1,nasa_power,7290.0,7857.039,-7.22,7.22,321533.23
2023-03-13,nigeria,nigeria_location1,nasa_power,6510.0,6248.246,4.19,4.19,68515.16
2023-03-13,nigeria,nigeria_location1,nasa_power,6510.0,6430.23,1.24,1.24,6363.25
2023-03-14,nigeria,nigeria_location1,nasa_power,6900.0,6575.776,4.93,4.93,105121.2
2023-03-14,nigeria,nigeria_location1,nasa_power,6900.0,5555.789,24.19,24.19,1806903.21
2023-03-15,nigeria,nigeria_location1,nasa_power,6840.0,6459.97,5.88,5.88,144422.8
2023-03-15,nigeria,nigeria_location1,nasa_power,6840.0,3648.86,87.46,87.46,10183374.5
2023-03-16,nigeria,nigeria_location1,nasa_power,5990.0,6294.782,-4.84,4.84,92892.07
2023-03-16,nigeria,nigeria_location1,nasa_power,5990.0,6020.48,-0.51,0.51,929.03
2023-03-17,nigeria,nigeria_location1,nasa_power,6730.0,7024.761,-4.2,4.2,86884.05
2023-03-17,nigeria,nigeria_location1,nasa_power,6730.0,5841.55,15.21,15.21,789343.4
2023-03-18,nigeria,nigeria_location1,nasa_power,5990.0,6029.737,-0.66,0.66,1579.03
