time,G(i),H_sun,T2m,WS10m,Int
20050122:0009,0.0,0.0,6.11,4.97,0.0
20050122:0109,0.0,0.0,6.13,4.97,0.0
20050122:0209,0.0,0.0,6.15,5.1,0.0
20050122:0309,0.0,0.0,6.02,5.17,0.0
20050122:0409,0.0,0.0,6.17,5.45,0.0
20050122:0509,21.77,6.1,6.18,5.72,0.0
20050122:0609,21.63,16.06,7.19,5.79,0.0
20050122:0709,170.92,24.5,8.48,6.69,0.0
20050122:0809,88.4,30.73,9.0,7.17,0.0
20050122:0909,66.77,33.99,9.15,7.03,0.0
20050122:1009,57.36,33.74,8.92,6.48,0.0
20050122:1109,63.95,30.04,8.46,5.59,0.0
20050122:1209,34.79,23.45,7.97,4.97,0.0
20050122:1309,22.57,14.77,7.47,4.83,0.0
20050122:1409,8.46,4.64,6.76,4.76,0.0
20050122:1509,0.0,0.0,5.79,4.69,0.0
20050122:1609,0.0,0.0,5.17,4.14,0.0
20050122:1709,0.0,0.0,4.82,3.52,0.0
20050122:1809,0.0,0.0,4.66,3.1,0.0
20050122:1909,0.0,0.0,5.47,2.69,0.0
20050122:2009,0.0,0.0,5.6,2.55,0.0
20050122:2109,0.0,0.0,5.66,2.34,0.0
20050122:2209,0.0,0.0,5.65,2.14,0.0
20050122:2309,0.0,0.0,4.86,2.62,0.0
20050123:0009,0.0,0.0,4.35,3.59,0.0
20050123:0109,0.0,0.0,4.12,3.79,0.0
20050123:0209,0.0,0.0,3.74,3.31,0.0
20050123:0309,0.0,0.0,3.25,3.03,0.0
20050123:0409,0.0,0.0,3.05,2.9,0.0
20050123:0509,1.88,6.21,3.02,2.83,0.0
20050123:0609,55.48,16.19,5.17,2.55,0.0
20050123:0709,155.09,24.67,8.16,2.62,0.0
20050123:0809,76.17,30.93,10.07,2.9,0.0
20050123:0909,59.24,34.21,10.7,3.17,0.0
20050123:1009,77.11,33.98,10.59,3.03,0.0
20050123:1109,60.18,30.28,10.43,3.79,0.0
20050123:1209,35.73,23.68,10.79,4.55,0.0
20050123:1309,173.84,14.98,10.78,5.03,0.0
20050123:1409,15.05,4.84,11.1,4.97,0.0
20050123:1509,0.0,0.0,10.9,4.41,0.0
20050123:1609,0.0,0.0,10.3,3.66,0.0
20050123:1709,0.0,0.0,9.57,3.72,0.0
20050123:1809,0.0,0.0,9.22,4.0,0.0
20050123:1909,0.0,0.0,9.62,4.69,0.0
20050123:2009,0.0,0.0,9.37,5.03,0.0
20050123:2109,0.0,0.0,9.22,5.59,0.0
20050123:2209,0.0,0.0,9.15,6.14,0.0
20050123:2309,0.0,0.0,9.26,6.28,0.0
20050124:0009,0.0,0.0,9.26,6.9,0.0
20050124:0109,0.0,0.0,8.97,7.72,0.0
20050124:0209,0.0,0.0,8.36,8.55,0.0
20050124:0309,0.0,0.0,7.77,8.69,0.0
20050124:0409,0.0,0.0,7.34,9.03,0.0
20050124:0509,10.34,6.32,6.82,9.31,0.0
20050124:0609,352.44,16.33,7.32,9.31,0.0
20050124:0709,622.63,24.83,8.08,10.48,0.0
20050124:0809,822.2,31.13,9.07,11.38,0.0
20050124:0909,941.41,34.44,9.69,11.24,0.0
20050124:1009,439.01,34.23,10.15,11.17,0.0
20050124:1109,875.93,30.52,10.48,11.38,0.0
20050124:1209,758.51,23.92,10.6,11.24,0.0
20050124:1309,540.46,15.2,10.33,10.41,0.0
20050124:1409,158.35,5.04,9.39,8.62,0.0
20050124:1509,0.0,0.0,7.9,7.52,0.0
20050124:1609,0.0,0.0,6.84,6.69,0.0
20050124:1709,0.0,0.0,5.96,5.93,0.0
20050124:1809,0.0,0.0,5.14,5.24,0.0
20050124:1909,0.0,0.0,4.73,5.1,0.0
20050124:2009,0.0,0.0,4.04,4.69,0.0
20050124:2109,0.0,0.0,3.39,4.34,0.0
20050124:2209,0.0,0.0,2.86,4.07,0.0
20050124:2309,0.0,0.0,2.38,3.66,0.0
20050125:0009,0.0,0.0,1.92,3.17,0.0
20050125:0109,0.0,0.0,1.46,2.76,0.0
20050125:0209,0.0,0.0,0.9,2.34,0.0
20050125:0309,0.0,0.0,0.13,1.79,0.0
20050125:0409,0.0,0.0,0.46,1.17,0.0
20050125:0509,19.82,6.44,1.28,0.69,0.0
20050125:0609,334.03,16.47,2.13,0.28,0.0
20050125:0709,594.88,25.01,4.42,0.14,0.0
20050125:0809,825.1,31.34,6.45,0.21,0.0
20050125:0909,944.17,34.68,7.99,0.28,0.0
20050125:1009,975.94,34.48,9.06,0.34,0.0
20050125:1109,885.42,30.77,9.71,0.62,0.0
20050125:1209,712.2,24.15,10.03,0.55,0.0
20050125:1309,553.71,15.42,10.02,0.28,0.0
20050125:1409,170.19,5.25,9.7,0.21,0.0
20050125:1509,0.0,0.0,8.79,0.83,0.0
20050125:1609,0.0,0.0,6.79,1.45,0.0
20050125:1709,0.0,0.0,5.52,1.93,0.0
20050125:1809,0.0,0.0,4.53,2.28,0.0
20050125:1909,0.0,0.0,3.62,2.21,0.0
20050125:2009,0.0,0.0,2.9,2.14,0.0
20050125:2109,0.0,0.0,2.42,2.07,0.0
20050125:2209,0.0,0.0,1.95,2.07,0.0
20050125:2309,0.0,0.0,1.66,2.14,0.0
20050126:0009,0.0,0.0,1.39,2.14,0.0
20050126:0109,0.0,0.0,1.14,2.0,0.0
20050126:0209,0.0,0.0,0.96,1.93,0.0
20050126:0309,0.0,0.0,0.98,1.86,0.0
20050126:0409,0.0,0.0,1.23,2.0,0.0
20050126:0509,1.88,6.56,1.55,2.14,0.0
20050126:0609,56.42,16.62,3.11,2.28,0.0
20050126:0709,196.76,25.19,5.29,2.9,0.0
20050126:0809,778.4,31.55,7.35,3.38,0.0
20050126:0909,946.82,34.92,9.03,3.79,0.0
20050126:1009,945.03,34.73,10.23,4.0,0.0
20050126:1109,920.38,31.02,10.97,4.07,0.0
20050126:1209,780.73,24.39,11.28,4.21,0.0
20050126:1309,575.58,15.64,11.11,4.21,0.0
20050126:1409,43.45,5.45,10.23,3.52,0.0
20050126:1509,0.0,0.0,8.32,3.38,0.0
20050126:1609,0.0,0.0,6.97,3.31,0.0
20050126:1709,0.0,0.0,6.05,3.17,0.0
20050126:1809,0.0,0.0,5.32,3.03,0.0
20050126:1909,0.0,0.0,4.61,2.83,0.0
20050126:2009,0.0,0.0,4.07,2.69,0.0
20050126:2109,0.0,0.0,3.56,2.55,0.0
20050126:2209,0.0,0.0,3.09,2.41,0.0
20050126:2309,0.0,0.0,2.75,2.41,0.0
20050127:0009,0.0,0.0,2.44,2.69,0.0
20050127:0109,0.0,0.0,2.2,2.83,0.0
20050127:0209,0.0,0.0,1.96,2.97,0.0
20050127:0309,0.0,0.0,1.78,3.1,0.0
20050127:0409,0.0,0.0,1.66,3.1,0.0
20050127:0509,3.76,6.69,1.78,3.03,0.0
20050127:0609,170.79,16.78,3.68,2.97,0.0
20050127:0709,428.26,25.38,6.52,3.79,0.0
20050127:0809,644.81,31.77,8.66,4.0,0.0
20050127:0909,835.89,35.17,10.34,4.0,0.0
20050127:1009,912.2,34.99,11.61,3.79,0.0
20050127:1109,449.89,31.28,12.44,3.52,0.0
20050127:1209,266.57,24.63,12.7,3.24,0.0
20050127:1309,303.11,15.87,12.62,2.83,0.0
20050127:1409,84.7,5.66,11.96,2.21,0.0
20050127:1509,0.0,0.0,10.51,2.48,0.0
20050127:1609,0.0,0.0,9.34,2.62,0.0
20050127:1709,0.0,0.0,8.56,2.69,0.0
20050127:1809,0.0,0.0,7.71,2.62,0.0
20050127:1909,0.0,0.0,6.69,2.21,0.0
20050127:2009,0.0,0.0,5.61,1.66,0.0
20050127:2109,0.0,0.0,4.75,1.66,0.0
20050127:2209,0.0,0.0,4.0,1.93,0.0
20050127:2309,0.0,0.0,3.4,1.93,0.0
20050128:0009,0.0,0.0,2.96,1.86,0.0
20050128:0109,0.0,0.0,2.5,1.79,0.0
20050128:0209,0.0,0.0,2.05,1.72,0.0
20050128:0309,0.0,0.0,1.63,1.45,0.0
20050128:0409,0.0,0.0,1.64,1.17,0.0
20050128:0509,3.76,6.82,1.28,1.31,0.0
20050128:0609,94.62,16.94,3.73,1.1,0.0
20050128:0709,344.07,25.57,6.96,1.38,0.0
20050128:0809,384.52,32.0,9.47,1.59,0.0
20050128:0909,624.8,35.42,11.37,1.86,0.0
20050128:1009,803.88,35.26,12.75,2.0,0.0
20050128:1109,790.14,31.54,13.69,1.72,0.0
20050128:1209,788.48,24.88,14.26,1.52,0.0
20050128:1309,582.37,16.09,14.48,1.79,0.0
20050128:1409,229.04,5.87,13.9,2.0,0.0
20050128:1509,0.0,0.0,12.11,2.76,0.0
20050128:1609,0.0,0.0,10.32,2.83,0.0
20050128:1709,0.0,0.0,9.26,2.76,0.0
20050128:1809,0.0,0.0,8.47,2.62,0.0
20050128:1909,0.0,0.0,7.43,2.48,0.0
20050128:2009,0.0,0.0,6.78,2.28,0.0
20050128:2109,0.0,0.0,6.11,2.07,0.0
20050128:2209,0.0,0.0,5.54,2.21,0.0
20050128:2309,0.0,0.0,5.21,2.48,0.0
20050129:0009,0.0,0.0,4.87,2.55,0.0
20050129:0109,0.0,0.0,4.87,2.55,0.0
20050129:0209,0.0,0.0,4.7,2.76,0.0
20050129:0309,0.0,0.0,4.56,2.83,0.0
20050129:0409,0.0,0.0,4.5,2.97,0.0
20050129:0509,2.82,6.96,5.0,3.17,0.0
20050129:0609,28.21,17.11,6.81,3.31,0.0
20050129:0709,129.81,25.77,9.53,4.07,0.0
20050129:0809,377.04,32.23,12.01,4.97,0.0
20050129:0909,295.25,35.68,14.17,5.45,0.0
20050129:1009,167.39,35.53,15.77,5.17,0.0
20050129:1109,210.54,31.8,16.81,4.9,0.0
20050129:1209,289.75,25.13,17.15,4.62,0.0
20050129:1309,46.08,16.32,16.97,4.28,0.0
20050129:1409,23.51,6.08,15.51,3.86,0.0
20050129:1509,0.0,0.0,13.28,4.21,0.0
20050129:1609,0.0,0.0,11.85,4.34,0.0
20050129:1709,0.0,0.0,10.95,4.28,0.0
20050129:1809,0.0,0.0,10.27,4.21,0.0
20050129:1909,0.0,0.0,9.26,4.07,0.0
20050129:2009,0.0,0.0,8.91,3.86,0.0
20050129:2109,0.0,0.0,8.67,4.14,0.0
20050129:2209,0.0,0.0,8.35,3.93,0.0
20050129:2309,0.0,0.0,8.03,3.59,0.0
20050130:0009,0.0,0.0,7.79,3.93,0.0
20050130:0109,0.0,0.0,7.9,3.79,0.0
20050130:0209,0.0,0.0,7.87,2.9,0.0
20050130:0309,0.0,0.0,7.69,2.55,0.0
20050130:0409,0.0,0.0,7.47,2.55,0.0
20050130:0509,2.82,7.11,7.4,2.34,0.0
20050130:0609,16.93,17.28,7.69,2.83,0.0
20050130:0709,35.73,25.97,8.73,4.83,0.0
20050130:0809,370.65,32.47,9.85,4.48,0.0
20050130:0909,679.08,35.94,11.57,4.28,0.0
20050130:1009,128.83,35.8,13.03,4.9,0.0
20050130:1109,124.13,32.07,13.87,5.66,0.0
20050130:1209,122.25,25.38,14.19,6.07,0.0
20050130:1309,25.39,16.55,13.64,5.31,0.0
20050130:1409,15.05,6.29,12.94,4.34,0.0
20050130:1509,0.0,0.0,11.41,3.93,0.0
20050130:1609,0.0,0.0,10.14,3.03,0.0
20050130:1709,0.0,0.0,9.19,3.45,0.0
20050130:1809,0.0,0.0,8.63,3.86,0.0
20050130:1909,0.0,0.0,8.4,3.93,0.0
20050130:2009,0.0,0.0,8.31,3.79,0.0
20050130:2109,0.0,0.0,8.23,3.38,0.0
20050130:2209,0.0,0.0,7.9,3.31,0.0
20050130:2309,0.0,0.0,7.64,3.31,0.0
20050131:0009,0.0,0.0,7.39,3.1,0.0
20050131:0109,0.0,0.0,7.04,2.62,0.0
20050131:0209,0.0,0.0,6.71,2.0,0.0
20050131:0309,0.0,0.0,6.1,1.52,0.0
20050131:0409,0.0,0.0,6.0,1.17,0.0
20050131:0509,4.7,7.26,5.98,1.1,0.0
20050131:0609,150.23,17.46,7.53,1.1,0.0
20050131:0709,98.74,26.18,8.94,2.21,0.0
20050131:0809,304.97,32.71,10.54,3.93,0.0
20050131:0909,348.73,36.21,11.79,5.31,0.0
20050131:1009,265.22,36.08,12.71,6.14,0.0
20050131:1109,848.09,32.35,13.2,6.28,0.0
20050131:1209,311.51,25.64,13.26,5.66,0.0
20050131:1309,393.74,16.79,13.36,5.1,0.0
20050131:1409,231.47,6.51,12.91,3.66,0.0
20050131:1509,0.0,0.0,11.49,2.41,0.0
20050131:1609,0.0,0.0,10.54,2.21,0.0
20050131:1709,0.0,0.0,9.6,3.31,0.0
20050131:1809,0.0,0.0,8.98,4.28,0.0
20050131:1909,0.0,0.0,8.84,4.69,0.0
20050131:2009,0.0,0.0,8.69,5.03,0.0
20050131:2109,0.0,0.0,8.45,5.17,0.0
20050131:2209,0.0,0.0,8.23,5.24,0.0
20050131:2309,0.0,0.0,8.0,5.24,0.0
20050201:0009,0.0,0.0,7.77,4.83,0.0
20050201:0109,0.0,0.0,7.62,4.41,0.0
20050201:0209,0.0,0.0,7.47,3.93,0.0
20050201:0309,0.0,0.0,7.7,4.0,0.0
20050201:0409,0.0,0.0,7.9,4.07,0.0
20050201:0509,2.82,7.42,7.95,4.34,0.0
20050201:0609,16.93,17.64,9.22,4.34,0.0
20050201:0709,55.48,26.4,10.52,4.21,0.0
20050201:0809,238.12,32.96,11.3,4.34,0.0
20050201:0909,126.01,36.49,11.13,3.93,0.0
20050201:1009,285.56,36.37,11.64,4.55,0.0
20050201:1109,47.02,32.62,12.64,6.48,0.0
20050201:1209,38.56,25.89,12.28,7.17,0.0
20050201:1309,31.97,17.02,12.54,6.55,0.0
20050201:1409,45.14,6.72,11.6,6.14,0.0
20050201:1509,0.0,0.0,10.28,4.97,0.0
20050201:1609,0.0,0.0,9.29,5.52,0.0
20050201:1709,0.0,0.0,8.42,5.31,0.0
20050201:1809,0.0,0.0,7.8,5.03,0.0
20050201:1909,0.0,0.0,7.91,4.69,0.0
20050201:2009,0.0,0.0,7.41,4.41,0.0
20050201:2109,0.0,0.0,6.97,4.21,0.0
20050201:2209,0.0,0.0,6.44,3.93,0.0
20050201:2309,0.0,0.0,6.09,3.66,0.0
20050202:0009,0.0,0.0,5.66,3.45,0.0
20050202:0109,0.0,0.0,5.33,3.31,0.0
20050202:0209,0.0,0.0,5.07,3.17,0.0
20050202:0309,0.0,0.0,4.94,2.9,0.0
20050202:0409,0.0,0.0,4.65,2.55,0.0
20050202:0509,59.27,7.58,4.25,2.07,0.0
20050202:0609,342.63,17.83,6.09,1.72,0.0
20050202:0709,620.44,26.62,8.82,3.1,0.0
20050202:0809,738.49,33.22,10.88,3.66,0.0
20050202:0909,951.69,36.77,12.29,4.41,0.0
20050202:1009,995.96,36.66,12.61,4.55,0.0
20050202:1109,864.68,32.9,13.03,4.9,0.0
20050202:1209,110.96,26.15,13.0,4.76,0.0
20050202:1309,488.77,17.26,12.35,3.72,0.0
20050202:1409,53.26,6.94,11.78,2.83,0.0
20050202:1509,0.0,0.0,10.5,2.34,0.0
20050202:1609,0.0,0.0,8.65,2.76,0.0
20050202:1709,0.0,0.0,7.84,1.79,0.0
20050202:1809,0.0,0.0,7.2,0.83,0.0
20050202:1909,0.0,0.0,6.4,2.0,0.0
20050202:2009,0.0,0.0,5.4,2.07,0.0
20050202:2109,0.0,0.0,4.75,2.0,0.0
20050202:2209,0.0,0.0,4.05,1.79,0.0
20050202:2309,0.0,0.0,3.54,1.45,0.0
20050203:0009,0.0,0.0,4.03,1.03,0.0
20050203:0109,0.0,0.0,3.77,0.76,0.0
20050203:0209,0.0,0.0,2.3,0.76,0.0
20050203:0309,0.0,0.0,2.0,0.76,0.0
20050203:0409,0.0,0.0,2.03,0.62,0.0
20050203:0509,19.71,7.75,2.14,0.62,0.0
20050203:0609,98.71,18.02,3.24,0.97,0.0
20050203:0709,179.61,26.85,5.23,1.31,0.0
20050203:0809,271.25,33.48,6.64,1.93,0.0
20050203:0909,317.2,37.06,8.44,2.55,0.0
20050203:1009,310.18,36.95,10.16,2.76,0.0
20050203:1109,654.34,33.18,11.1,2.76,0.0
20050203:1209,786.47,26.41,11.23,2.9,0.0
20050203:1309,500.7,17.5,11.27,3.24,0.0
20050203:1409,47.96,7.15,10.63,2.9,0.0
20050203:1509,0.0,0.0,9.6,2.9,0.0
20050203:1609,0.0,0.0,8.78,3.1,0.0
20050203:1709,0.0,0.0,8.03,3.31,0.0
20050203:1809,0.0,0.0,7.86,3.31,0.0
20050203:1909,0.0,0.0,7.76,3.1,0.0
20050203:2009,0.0,0.0,7.53,3.17,0.0
20050203:2109,0.0,0.0,7.54,2.76,0.0
20050203:2209,0.0,0.0,7.3,1.93,0.0
20050203:2309,0.0,0.0,7.03,1.31,0.0
20050204:0009,0.0,0.0,6.6,1.45,0.0
20050204:0109,0.0,0.0,6.02,2.14,0.0
20050204:0209,0.0,0.0,5.24,2.41,0.0
20050204:0309,0.0,0.0,4.36,2.41,0.0
20050204:0409,0.0,0.0,3.87,2.28,0.0
20050204:0509,3.76,7.92,4.09,1.93,0.0
20050204:0609,24.45,18.22,5.97,1.79,0.0
20050204:0709,279.44,27.08,8.04,2.97,0.0
20050204:0809,237.73,33.74,9.84,3.38,0.0
20050204:0909,405.84,37.35,11.55,3.86,0.0
20050204:1009,880.88,37.25,12.4,4.0,0.0
20050204:1109,173.97,33.47,12.59,3.52,0.0
20050204:1209,78.05,26.68,11.61,3.52,0.0
20050204:1309,29.15,17.73,10.51,3.45,0.0
20050204:1409,76.37,7.37,10.1,2.0,0.0
20050204:1509,0.0,0.0,9.57,1.52,0.0
20050204:1609,0.0,0.0,8.72,1.59,0.0
20050204:1709,0.0,0.0,8.18,2.14,0.0
20050204:1809,0.0,0.0,7.3,2.83,0.0
20050204:1909,0.0,0.0,6.69,2.07,0.0
20050204:2009,0.0,0.0,6.31,2.14,0.0
20050204:2109,0.0,0.0,5.69,2.62,0.0
20050204:2209,0.0,0.0,5.4,3.17,0.0
20050204:2309,0.0,0.0,4.99,3.79,0.0
20050205:0009,0.0,0.0,4.48,3.86,0.0
20050205:0109,0.0,0.0,4.18,3.79,0.0
20050205:0209,0.0,0.0,3.92,3.52,0.0
20050205:0309,0.0,0.0,3.72,3.31,0.0
20050205:0409,0.0,0.0,4.0,3.17,0.0
20050205:0509,60.99,8.1,4.13,2.9,0.0
20050205:0609,117.13,18.43,5.68,2.9,0.0
20050205:0709,619.11,27.31,7.4,4.0,0.0
20050205:0809,808.07,34.01,8.55,4.34,0.0
20050205:0909,470.08,37.64,9.37,4.9,0.0
20050205:1009,88.4,37.55,10.28,4.9,0.0
20050205:1109,133.53,33.76,10.79,4.21,0.0
20050205:1209,81.81,26.94,11.29,3.66,0.0
20050205:1309,27.27,17.97,11.06,2.97,0.0
20050205:1409,52.94,7.59,10.49,2.07,0.0
20050205:1509,0.0,0.0,8.94,2.76,0.0
20050205:1609,0.0,0.0,7.86,2.21,0.0
20050205:1709,0.0,0.0,7.25,2.07,0.0
20050205:1809,0.0,0.0,6.96,2.48,0.0
20050205:1909,0.0,0.0,6.25,2.48,0.0
20050205:2009,0.0,0.0,6.14,2.83,0.0
20050205:2109,0.0,0.0,6.03,2.9,0.0
20050205:2209,0.0,0.0,5.55,2.76,0.0
20050205:2309,0.0,0.0,5.0,2.41,0.0
20050206:0009,0.0,0.0,5.18,2.07,0.0
20050206:0109,0.0,0.0,5.06,2.14,0.0
20050206:0209,0.0,0.0,4.88,2.07,0.0
20050206:0309,0.0,0.0,4.66,2.07,0.0
20050206:0409,0.0,0.0,4.51,2.07,0.0
20050206:0509,6.58,8.28,4.13,1.93,0.0
20050206:0609,18.81,18.64,5.47,1.86,0.0
20050206:0709,184.82,27.56,7.54,1.59,0.0
20050206:0809,419.53,34.29,8.53,1.79,0.0
20050206:0909,205.6,37.94,9.33,1.86,0.0
20050206:1009,226.01,37.86,10.14,2.0,0.0
20050206:1109,423.52,34.05,10.14,2.14,0.0
20050206:1209,571.73,27.21,10.46,2.28,0.0
20050206:1309,27.27,18.22,10.15,2.55,0.0
20050206:1409,166.45,7.81,9.8,2.83,0.0
20050206:1509,0.0,0.0,8.67,2.41,0.0
20050206:1609,0.0,0.0,7.81,2.48,0.0
20050206:1709,0.0,0.0,6.76,2.9,0.0
20050206:1809,0.0,0.0,6.05,3.24,0.0
20050206:1909,0.0,0.0,5.52,3.31,0.0
20050206:2009,0.0,0.0,5.13,3.38,0.0
20050206:2109,0.0,0.0,4.65,3.52,0.0
20050206:2209,0.0,0.0,4.24,3.72,0.0
20050206:2309,0.0,0.0,4.03,3.93,0.0
20050207:0009,0.0,0.0,3.81,3.79,0.0
20050207:0109,0.0,0.0,3.51,3.59,0.0
20050207:0209,0.0,0.0,3.2,3.31,0.0
20050207:0309,0.0,0.0,2.83,3.03,0.0
20050207:0409,0.0,0.0,2.44,2.76,0.0
20050207:0509,57.23,8.47,2.39,2.55,0.0
20050207:0609,334.64,18.85,4.32,2.55,0.0
20050207:0709,610.35,27.8,6.27,2.76,0.0
20050207:0809,767.73,34.57,8.2,3.03,0.0
20050207:0909,932.2,38.25,9.54,3.31,0.0
20050207:1009,405.83,38.17,10.36,3.38,0.0
20050207:1109,65.83,34.35,10.79,3.31,0.0
20050207:1209,78.99,27.48,10.69,2.76,0.0
20050207:1309,108.3,18.46,10.6,2.14,0.0
20050207:1409,35.73,8.03,10.24,1.66,0.0
20050207:1509,0.0,0.0,8.8,1.79,0.0
20050207:1609,0.0,0.0,7.09,2.41,0.0
20050207:1709,0.0,0.0,6.5,2.14,0.0
20050207:1809,0.0,0.0,5.96,2.21,0.0
20050207:1909,0.0,0.0,5.91,2.07,0.0
20050207:2009,0.0,0.0,5.05,2.34,0.0
20050207:2109,0.0,0.0,4.42,2.34,0.0
20050207:2209,0.0,0.0,3.8,2.21,0.0
20050207:2309,0.0,0.0,3.44,2.21,0.0
20050208:0009,0.0,0.0,3.41,2.41,0.0
20050208:0109,0.0,0.0,3.12,2.55,0.0
20050208:0209,0.0,0.0,2.38,2.34,0.0
20050208:0309,0.0,0.0,1.86,2.07,0.0
20050208:0409,0.0,0.0,1.18,2.07,0.0
20050208:0509,15.05,8.66,1.25,2.0,0.0
20050208:0609,289.41,19.07,3.17,2.41,0.0
20050208:0709,302.96,28.06,4.71,2.69,0.0
20050208:0809,300.33,34.85,6.14,3.45,0.0
20050208:0909,385.58,38.56,7.42,4.69,0.0
20050208:1009,291.95,38.48,7.95,5.17,0.0
20050208:1109,82.75,34.65,8.28,5.1,0.0
20050208:1209,63.95,27.75,8.52,5.24,0.0
20050208:1309,30.09,18.7,8.39,5.66,0.0
20050208:1409,22.57,8.25,8.0,5.59,0.0
20050208:1509,0.0,0.0,6.54,5.17,0.0
20050208:1609,0.0,0.0,5.46,5.72,0.0
20050208:1709,0.0,0.0,4.28,6.07,0.0
20050208:1809,0.0,0.0,2.98,5.93,0.0
20050208:1909,0.0,0.0,2.95,5.79,0.0
20050208:2009,0.0,0.0,2.02,5.59,0.0
20050208:2109,0.0,0.0,1.24,5.59,0.0
20050208:2209,0.0,0.0,0.63,5.66,0.0
20050208:2309,0.0,0.0,0.22,5.66,0.0
20050209:0009,0.0,0.0,-0.19,5.66,0.0
20050209:0109,0.0,0.0,-0.59,5.59,0.0
20050209:0209,0.0,0.0,-0.89,5.52,0.0
20050209:0309,0.0,0.0,-1.07,5.52,0.0
20050209:0409,0.0,0.0,-1.22,5.45,0.0
20050209:0509,87.25,8.86,-0.96,5.45,0.0
20050209:0609,366.97,19.3,0.68,5.72,0.0
20050209:0709,622.25,28.31,2.62,7.59,0.0
20050209:0809,828.34,35.14,4.1,7.79,0.0
20050209:0909,981.46,38.87,5.37,7.59,0.0
20050209:1009,1018.96,38.8,6.34,7.79,0.0
20050209:1109,552.44,34.95,7.01,8.28,0.0
20050209:1209,409.5,28.02,7.16,8.21,0.0
20050209:1309,403.02,18.95,7.41,8.34,0.0
20050209:1409,275.99,8.47,6.81,6.69,0.0
20050209:1509,0.0,0.0,5.58,5.79,0.0
20050209:1609,0.0,0.0,4.34,5.52,0.0
20050209:1709,0.0,0.0,3.34,5.59,0.0
20050209:1809,0.0,0.0,2.53,5.59,0.0
20050209:1909,0.0,0.0,2.17,5.52,0.0
20050209:2009,0.0,0.0,1.56,5.31,0.0
20050209:2109,0.0,0.0,0.99,4.97,0.0
20050209:2209,0.0,0.0,0.45,4.55,0.0
20050209:2309,0.0,0.0,-0.08,4.07,0.0
20050210:0009,0.0,0.0,-0.56,3.72,0.0
20050210:0109,0.0,0.0,-1.01,3.45,0.0
20050210:0209,0.0,0.0,-1.38,3.38,0.0
20050210:0309,0.0,0.0,-1.66,3.24,0.0
20050210:0409,0.0,0.0,-1.89,3.17,0.0
20050210:0509,94.45,9.06,-1.64,2.97,0.0
20050210:0609,370.76,19.53,0.35,3.1,0.0
20050210:0709,625.2,28.58,2.66,3.45,0.0
20050210:0809,838.18,35.44,4.33,3.03,0.0
20050210:0909,935.48,39.19,5.69,2.55,0.0
20050210:1009,1017.77,39.12,6.67,2.48,0.0
20050210:1109,933.49,35.25,7.37,2.62,0.0
20050210:1209,759.04,28.3,7.7,2.48,0.0
20050210:1309,614.77,19.19,7.7,2.14,0.0
20050210:1409,361.62,8.69,7.37,1.59,0.0
20050210:1509,0.0,0.0,6.42,1.86,0.0
20050210:1609,0.0,0.0,4.6,2.62,0.0
20050210:1709,0.0,0.0,3.15,2.76,0.0
20050210:1809,0.0,0.0,2.23,2.83,0.0
20050210:1909,0.0,0.0,1.52,2.41,0.0
20050210:2009,0.0,0.0,0.63,2.14,0.0
20050210:2109,0.0,0.0,-0.36,1.72,0.0
20050210:2209,0.0,0.0,-0.78,1.38,0.0
20050210:2309,0.0,0.0,-1.3,1.45,0.0
20050211:0009,0.0,0.0,-1.74,1.52,0.0
20050211:0109,0.0,0.0,-1.96,1.38,0.0
20050211:0209,0.0,0.0,-1.76,1.1,0.0
20050211:0309,0.0,0.0,-1.76,0.97,0.0
20050211:0409,0.0,0.0,-2.06,1.03,0.0
20050211:0509,18.81,9.27,-1.76,0.69,0.0
20050211:0609,79.92,19.76,-0.17,0.41,0.0
20050211:0709,155.71,28.84,1.95,0.76,0.0
20050211:0809,387.9,35.74,3.72,0.76,0.0
20050211:0909,886.57,39.52,5.16,0.69,0.0
20050211:1009,949.1,39.45,6.15,0.9,0.0
20050211:1109,894.11,35.56,6.61,1.17,0.0
20050211:1209,768.93,28.57,6.98,1.24,0.0
20050211:1309,548.48,19.44,6.86,1.1,0.0
20050211:1409,299.55,8.91,6.44,0.83,0.0
20050211:1509,0.0,0.0,5.87,0.76,0.0
20050211:1609,0.0,0.0,4.59,1.31,0.0
20050211:1709,0.0,0.0,3.25,1.93,0.0
20050211:1809,0.0,0.0,1.98,2.14,0.0
20050211:1909,0.0,0.0,0.7,2.07,0.0
20050211:2009,0.0,0.0,-0.2,1.79,0.0
20050211:2109,0.0,0.0,-0.98,1.66,0.0
20050211:2209,0.0,0.0,-1.49,1.66,0.0
20050211:2309,0.0,0.0,-1.95,1.66,0.0
20050212:0009,0.0,0.0,-2.31,1.66,0.0
20050212:0109,0.0,0.0,-2.68,1.66,0.0
20050212:0209,0.0,0.0,-2.56,1.72,0.0
20050212:0309,0.0,0.0,-2.49,2.0,0.0
20050212:0409,0.0,0.0,-2.5,2.07,0.0
20050212:0509,50.58,9.48,-2.18,1.86,0.0
20050212:0609,141.59,20.0,0.06,2.0,0.0
20050212:0709,459.16,29.11,2.68,2.9,0.0
20050212:0809,568.38,36.04,4.67,3.38,0.0
20050212:0909,877.49,39.84,5.9,3.38,0.0
20050212:1009,908.56,39.78,6.48,3.38,0.0
20050212:1109,547.98,35.86,7.12,3.31,0.0
